desk, underlying, base_market, base_feedcode, calculated_at, volatility_type, volatility, winddown
UST,TN2,XCME,ZTM9,1557500400000000000,MoveNonBaseWithGap,0.00189399,0.74682
UST,TN2,XCME,ZTM9,1557500400000000000,MoveNonBaseWithoutGap,0.000550006,0.557708
UST,TN2,XCME,ZTM9,1557500400000000000,CloseToClose,0.00135808,0.74682
UST,TN2,XCME,ZTM9,1557502200000000000,BootstrapBaseWithGap,0.00186325,0.780062
UST,TN2,XCME,ZTM9,1557502200000000000,BootstrapBaseWithoutGap,0.000898815,0.59095
UST,TN2,XCME,ZTM9,1557502200000000000,BootstrapNonBaseWithGap,0.00188706,0.780062
UST,TN2,XCME,ZTM9,1557502200000000000,BootstrapNonBaseWithoutGap,0.000896888,0.59095
UST,TN2,XCME,ZTM9,1557502200000000000,BootstrapSliding10,0,0.010664
UST,TN2,XCME,ZTM9,1557502200000000000,BootstrapSliding30,0,0.033242
UST,TN2,XCME,ZTM9,1557502200000000000,BootstrapSliding60,0,0.083972
UST,TN2,XCME,ZTM9,1557502200000000000,MoveBaseWithGap,0.0018532,0.780062
UST,TN2,XCME,ZTM9,1557502200000000000,MoveBaseWithoutGap,0.000534313,0.59095
UST,TN2,XCME,ZTM9,1557502200000000000,MoveNonBaseWithGap,0.0018532,0.780062
UST,TN2,XCME,ZTM9,1557502200000000000,MoveNonBaseWithoutGap,0.000534313,0.59095
UST,TN2,XCME,ZTM9,1557502200000000000,CloseToClose,0.00132882,0.780062
UST,TN2,XCME,ZTM9,1557504000000000000,BootstrapBaseWithGap,0.00184845,0.812048
UST,TN2,XCME,ZTM9,1557504000000000000,BootstrapBaseWithoutGap,0.000870014,0.622936
UST,TN2,XCME,ZTM9,1557504000000000000,BootstrapNonBaseWithGap,0.00185779,0.812048
UST,TN2,XCME,ZTM9,1557504000000000000,BootstrapNonBaseWithoutGap,0.00088546,0.622936
UST,TN2,XCME,ZTM9,1557504000000000000,BootstrapSliding10,0,0.010666
UST,TN2,XCME,ZTM9,1557504000000000000,BootstrapSliding30,0,0.031986
UST,TN2,XCME,ZTM9,1557504000000000000,BootstrapSliding60,0,0.065228
UST,TN2,XCME,ZTM9,1557504000000000000,MoveBaseWithGap,0.00181633,0.812048
UST,TN2,XCME,ZTM9,1557504000000000000,MoveBaseWithoutGap,0.000520414,0.622936
UST,TN2,XCME,ZTM9,1557504000000000000,MoveNonBaseWithGap,0.00181633,0.812048
UST,TN2,XCME,ZTM9,1557504000000000000,MoveNonBaseWithoutGap,0.000520414,0.622936
UST,TN2,XCME,ZTM9,1557504000000000000,CloseToClose,0.00130239,0.812048
UST,TN2,XCME,ZTM9,1557505800000000000,BootstrapBaseWithGap,0.00178128,0.83752
UST,TN2,XCME,ZTM9,1557505800000000000,BootstrapBaseWithoutGap,0.000866418,0.648408
UST,TN2,XCME,ZTM9,1557505800000000000,BootstrapNonBaseWithGap,0.00180288,0.83752
UST,TN2,XCME,ZTM9,1557505800000000000,BootstrapNonBaseWithoutGap,0.000833107,0.648408
UST,TN2,XCME,ZTM9,1557505800000000000,BootstrapSliding10,0,0.008334
UST,TN2,XCME,ZTM9,1557505800000000000,BootstrapSliding30,0,0.025472
UST,TN2,XCME,ZTM9,1557505800000000000,BootstrapSliding60,0,0.057458
UST,TN2,XCME,ZTM9,1557505800000000000,MoveBaseWithGap,0.0017885,0.83752
UST,TN2,XCME,ZTM9,1557505800000000000,MoveBaseWithoutGap,0.00051009,0.648408
UST,TN2,XCME,ZTM9,1557505800000000000,MoveNonBaseWithGap,0.0017885,0.83752
UST,TN2,XCME,ZTM9,1557505800000000000,MoveNonBaseWithoutGap,0.00051009,0.648408
UST,TN2,XCME,ZTM9,1557505800000000000,CloseToClose,0.00128243,0.83752
UST,TN2,XCME,ZTM9,1557507600000000000,BootstrapBaseWithGap,0.00177833,0.86253
UST,TN2,XCME,ZTM9,1557507600000000000,BootstrapBaseWithoutGap,0.000836029,0.673418
UST,TN2,XCME,ZTM9,1557507600000000000,BootstrapNonBaseWithGap,0.00179434,0.86253
UST,TN2,XCME,ZTM9,1557507600000000000,BootstrapNonBaseWithoutGap,0.000855387,0.673418
UST,TN2,XCME,ZTM9,1557507600000000000,BootstrapSliding10,0,0.008334
UST,TN2,XCME,ZTM9,1557507600000000000,BootstrapSliding30,0,0.02501
UST,TN2,XCME,ZTM9,1557507600000000000,BootstrapSliding60,0,0.050482
UST,TN2,XCME,ZTM9,1557507600000000000,MoveBaseWithGap,0.00176238,0.86253
UST,TN2,XCME,ZTM9,1557507600000000000,MoveBaseWithoutGap,0.000500528,0.673418
UST,TN2,XCME,ZTM9,1557507600000000000,MoveNonBaseWithGap,0.00176238,0.86253
UST,TN2,XCME,ZTM9,1557507600000000000,MoveNonBaseWithoutGap,0.000500528,0.673418
UST,TN2,XCME,ZTM9,1557507600000000000,CloseToClose,0.0012637,0.86253
UST,TN2,XCME,ZTM9,1557509400000000000,BootstrapBaseWithGap,0.00173417,0.887536
UST,TN2,XCME,ZTM9,1557509400000000000,BootstrapBaseWithoutGap,0.00081857,0.698424
UST,TN2,XCME,ZTM9,1557509400000000000,BootstrapNonBaseWithGap,0.00175708,0.887536
UST,TN2,XCME,ZTM9,1557509400000000000,BootstrapNonBaseWithoutGap,0.000813034,0.698424
UST,TN2,XCME,ZTM9,1557509400000000000,BootstrapSliding10,0,0.00833
UST,TN2,XCME,ZTM9,1557509400000000000,BootstrapSliding30,0,0.025006
UST,TN2,XCME,ZTM9,1557509400000000000,BootstrapSliding60,0,0.050016
UST,TN2,XCME,ZTM9,1557509400000000000,MoveBaseWithGap,0.00173737,0.887536
UST,TN2,XCME,ZTM9,1557509400000000000,MoveBaseWithoutGap,0.000491486,0.698424
UST,TN2,XCME,ZTM9,1557509400000000000,MoveNonBaseWithGap,0.00173737,0.887536
UST,TN2,XCME,ZTM9,1557509400000000000,MoveNonBaseWithoutGap,0.000491486,0.698424
UST,TN2,XCME,ZTM9,1557509400000000000,CloseToClose,0.00124577,0.887536
UST,TN2,XCME,ZTM9,1557511200000000000,BootstrapBaseWithGap,0.00172751,0.912546
UST,TN2,XCME,ZTM9,1557511200000000000,BootstrapBaseWithoutGap,0.000835387,0.723434
UST,TN2,XCME,ZTM9,1557511200000000000,BootstrapNonBaseWithGap,0.00174119,0.912546
UST,TN2,XCME,ZTM9,1557511200000000000,BootstrapNonBaseWithoutGap,0.000801052,0.723434
UST,TN2,XCME,ZTM9,1557511200000000000,BootstrapSliding10,0,0.008336
UST,TN2,XCME,ZTM9,1557511200000000000,BootstrapSliding30,0,0.02501
UST,TN2,XCME,ZTM9,1557511200000000000,BootstrapSliding60,0,0.050016
UST,TN2,XCME,ZTM9,1557511200000000000,MoveBaseWithGap,0.0017134,0.912546
UST,TN2,XCME,ZTM9,1557511200000000000,MoveBaseWithoutGap,0.000482916,0.723434
UST,TN2,XCME,ZTM9,1557511200000000000,MoveNonBaseWithGap,0.0017134,0.912546
UST,TN2,XCME,ZTM9,1557511200000000000,MoveNonBaseWithoutGap,0.000482916,0.723434
UST,TN2,XCME,ZTM9,1557511200000000000,CloseToClose,0.00122858,0.912546
UST,TN2,XCME,ZTM9,1557513000000000000,BootstrapBaseWithGap,0.00170981,0.92771
UST,TN2,XCME,ZTM9,1557513000000000000,BootstrapBaseWithoutGap,0.000789003,0.738598
UST,TN2,XCME,ZTM9,1557513000000000000,BootstrapNonBaseWithGap,0.0016875,0.92771
UST,TN2,XCME,ZTM9,1557513000000000000,BootstrapNonBaseWithoutGap,0.0008073,0.738598
UST,TN2,XCME,ZTM9,1557513000000000000,BootstrapSliding10,0,0.00482
UST,TN2,XCME,ZTM9,1557513000000000000,BootstrapSliding30,0,0.015164
UST,TN2,XCME,ZTM9,1557513000000000000,BootstrapSliding60,0,0.040174
UST,TN2,XCME,ZTM9,1557513000000000000,MoveBaseWithGap,0.00169934,0.92771
UST,TN2,XCME,ZTM9,1557513000000000000,MoveBaseWithoutGap,0.000477933,0.738598
UST,TN2,XCME,ZTM9,1557513000000000000,MoveNonBaseWithGap,0.00169934,0.92771
UST,TN2,XCME,ZTM9,1557513000000000000,MoveNonBaseWithoutGap,0.000477933,0.738598
UST,TN2,XCME,ZTM9,1557513000000000000,CloseToClose,0.0012185,0.92771
UST,TN2,XCME,ZTM9,1557514800000000000,BootstrapBaseWithGap,0.00170469,0.94217
UST,TN2,XCME,ZTM9,1557514800000000000,BootstrapBaseWithoutGap,0.000791195,0.753058
UST,TN2,XCME,ZTM9,1557514800000000000,BootstrapNonBaseWithGap,0.00168502,0.94217
UST,TN2,XCME,ZTM9,1557514800000000000,BootstrapNonBaseWithoutGap,0.000785423,0.753058
UST,TN2,XCME,ZTM9,1557514800000000000,BootstrapSliding10,0,0.00482
UST,TN2,XCME,ZTM9,1557514800000000000,BootstrapSliding30,0,0.01446
UST,TN2,XCME,ZTM9,1557514800000000000,BootstrapSliding60,0,0.029624
UST,TN2,XCME,ZTM9,1557514800000000000,MoveBaseWithGap,0.00168625,0.94217
UST,TN2,XCME,ZTM9,1557514800000000000,MoveBaseWithoutGap,0.000473322,0.753058
UST,TN2,XCME,ZTM9,1557514800000000000,MoveNonBaseWithGap,0.00168625,0.94217
UST,TN2,XCME,ZTM9,1557514800000000000,MoveNonBaseWithoutGap,0.000473322,0.753058
UST,TN2,XCME,ZTM9,1557514800000000000,CloseToClose,0.00120912,0.94217
UST,TN2,XCME,ZTM9,1557516600000000000,BootstrapBaseWithGap,0.0016972,0.95663
UST,TN2,XCME,ZTM9,1557516600000000000,BootstrapBaseWithoutGap,0.000764284,0.767518
UST,TN2,XCME,ZTM9,1557516600000000000,BootstrapNonBaseWithGap,0.00168032,0.95663
UST,TN2,XCME,ZTM9,1557516600000000000,BootstrapNonBaseWithoutGap,0.000781091,0.767518
UST,TN2,XCME,ZTM9,1557516600000000000,BootstrapSliding10,0,0.00482
UST,TN2,XCME,ZTM9,1557516600000000000,BootstrapSliding30,0,0.01446
UST,TN2,XCME,ZTM9,1557516600000000000,BootstrapSliding60,0,0.02892
UST,TN2,XCME,ZTM9,1557516600000000000,MoveBaseWithGap,0.00167346,0.95663
UST,TN2,XCME,ZTM9,1557516600000000000,MoveBaseWithoutGap,0.000468842,0.767518
UST,TN2,XCME,ZTM9,1557516600000000000,MoveNonBaseWithGap,0.00167346,0.95663
UST,TN2,XCME,ZTM9,1557516600000000000,MoveNonBaseWithoutGap,0.000468842,0.767518
UST,TN2,XCME,ZTM9,1557516600000000000,CloseToClose,0.00119994,0.95663
UST,TN2,XCME,ZTM9,1557518400000000000,BootstrapBaseWithGap,0.00165953,0.97108
UST,TN2,XCME,ZTM9,1557518400000000000,BootstrapBaseWithoutGap,0.000774176,0.781968
UST,TN2,XCME,ZTM9,1557518400000000000,BootstrapNonBaseWithGap,0.0016329,0.97108
UST,TN2,XCME,ZTM9,1557518400000000000,BootstrapNonBaseWithoutGap,0.000760138,0.781968
UST,TN2,XCME,ZTM9,1557518400000000000,BootstrapSliding10,0,0.00482
UST,TN2,XCME,ZTM9,1557518400000000000,BootstrapSliding30,0,0.01445
UST,TN2,XCME,ZTM9,1557518400000000000,BootstrapSliding60,0,0.02891
UST,TN2,XCME,ZTM9,1557518400000000000,MoveBaseWithGap,0.00166096,0.97108
UST,TN2,XCME,ZTM9,1557518400000000000,MoveBaseWithoutGap,0.00046449,0.781968
UST,TN2,XCME,ZTM9,1557518400000000000,MoveNonBaseWithGap,0.00166096,0.97108
UST,TN2,XCME,ZTM9,1557518400000000000,MoveNonBaseWithoutGap,0.00046449,0.781968
UST,TN2,XCME,ZTM9,1557518400000000000,CloseToClose,0.00119098,0.97108
UST,TN2,XCME,ZTM9,1557520200000000000,BootstrapBaseWithGap,0.00165913,0.98554
UST,TN2,XCME,ZTM9,1557520200000000000,BootstrapBaseWithoutGap,0.000769912,0.796428
UST,TN2,XCME,ZTM9,1557520200000000000,BootstrapNonBaseWithGap,0.0016433,0.98554
UST,TN2,XCME,ZTM9,1557520200000000000,BootstrapNonBaseWithoutGap,0.000760664,0.796428
UST,TN2,XCME,ZTM9,1557520200000000000,BootstrapSliding10,0,0.00482
UST,TN2,XCME,ZTM9,1557520200000000000,BootstrapSliding30,0,0.01446
UST,TN2,XCME,ZTM9,1557520200000000000,BootstrapSliding60,0,0.02891
UST,TN2,XCME,ZTM9,1557520200000000000,MoveBaseWithGap,0.00164873,0.98554
UST,TN2,XCME,ZTM9,1557520200000000000,MoveBaseWithoutGap,0.000460254,0.796428
UST,TN2,XCME,ZTM9,1557520200000000000,MoveNonBaseWithGap,0.00164873,0.98554
UST,TN2,XCME,ZTM9,1557520200000000000,MoveNonBaseWithoutGap,0.000460254,0.796428
UST,TN2,XCME,ZTM9,1557520200000000000,CloseToClose,0.00118221,0.98554
UST,TN2,XCME,ZTM9,1557522000000000000,BootstrapBaseWithGap,0.00159424,1
UST,TN2,XCME,ZTM9,1557522000000000000,BootstrapBaseWithoutGap,0.000730529,0.810888
UST,TN2,XCME,ZTM9,1557522000000000000,BootstrapNonBaseWithGap,0.00163615,1
UST,TN2,XCME,ZTM9,1557522000000000000,BootstrapNonBaseWithoutGap,0.00075388,0.810888
UST,TN2,XCME,ZTM9,1557522000000000000,BootstrapSliding10,0,0.00482
UST,TN2,XCME,ZTM9,1557522000000000000,BootstrapSliding30,0,0.01446
UST,TN2,XCME,ZTM9,1557522000000000000,BootstrapSliding60,0,0.02892
UST,TN2,XCME,ZTM9,1557522000000000000,MoveBaseWithGap,0.00163677,1
UST,TN2,XCME,ZTM9,1557522000000000000,MoveBaseWithoutGap,0.000456132,0.810888
UST,TN2,XCME,ZTM9,1557522000000000000,MoveNonBaseWithGap,0.00163677,1
UST,TN2,XCME,ZTM9,1557522000000000000,MoveNonBaseWithoutGap,0.000456132,0.810888
UST,TN2,XCME,ZTM9,1557522000000000000,CloseToClose,0.00117363,1
UST,TN5,XCME,ZFM9,1557464400000000000,BootstrapBaseWithGap,0.00748236,0.200128
UST,TN5,XCME,ZFM9,1557464400000000000,BootstrapBaseWithoutGap,0.0108001,0.011016
UST,TN5,XCME,ZFM9,1557464400000000000,BootstrapNonBaseWithGap,0.00748236,0.200128
UST,TN5,XCME,ZFM9,1557464400000000000,BootstrapNonBaseWithoutGap,0.0108001,0.011016
UST,TN5,XCME,ZFM9,1557464400000000000,BootstrapSliding10,0.0124745,0.00367
UST,TN5,XCME,ZFM9,1557464400000000000,BootstrapSliding30,0.0108001,0.011016
UST,TN5,XCME,ZFM9,1557464400000000000,MoveBaseWithGap,0.0100629,0.200128
UST,TN5,XCME,ZFM9,1557464400000000000,MoveBaseWithoutGap,0.00411426,0.011016
UST,TN5,XCME,ZFM9,1557464400000000000,MoveNonBaseWithGap,0.0100629,0.200128
UST,TN5,XCME,ZFM9,1557464400000000000,MoveNonBaseWithoutGap,0.00411426,0.011016
UST,TN5,XCME,ZFM9,1557464400000000000,CloseToClose,0.00905111,0.200128
UST,TN5,XCME,ZFM9,1557466200000000000,BootstrapBaseWithGap,0.00791891,0.211142
UST,TN5,XCME,ZFM9,1557466200000000000,BootstrapBaseWithoutGap,0.00872153,0.02203
UST,TN5,XCME,ZFM9,1557466200000000000,BootstrapNonBaseWithGap,0.00787744,0.211142
UST,TN5,XCME,ZFM9,1557466200000000000,BootstrapNonBaseWithoutGap,0.00888254,0.02203
UST,TN5,XCME,ZFM9,1557466200000000000,BootstrapSliding10,0,0.00367
UST,TN5,XCME,ZFM9,1557466200000000000,BootstrapSliding30,0,0.011014
UST,TN5,XCME,ZFM9,1557466200000000000,BootstrapSliding60,0.00894532,0.02203
UST,TN5,XCME,ZFM9,1557466200000000000,MoveBaseWithGap,0.0100589,0.211142
UST,TN5,XCME,ZFM9,1557466200000000000,MoveBaseWithoutGap,0.00763716,0.02203
UST,TN5,XCME,ZFM9,1557466200000000000,MoveNonBaseWithGap,0.0100589,0.211142
UST,TN5,XCME,ZFM9,1557466200000000000,MoveNonBaseWithoutGap,0.00763716,0.02203
UST,TN5,XCME,ZFM9,1557466200000000000,CloseToClose,0.00728459,0.211142
UST,TN5,XCME,ZFM9,1557468000000000000,BootstrapBaseWithGap,0.00834508,0.222158
UST,TN5,XCME,ZFM9,1557468000000000000,BootstrapBaseWithoutGap,0.00813814,0.033046
UST,TN5,XCME,ZFM9,1557468000000000000,BootstrapNonBaseWithGap,0.00833663,0.222158
UST,TN5,XCME,ZFM9,1557468000000000000,BootstrapNonBaseWithoutGap,0.00802726,0.033046
UST,TN5,XCME,ZFM9,1557468000000000000,BootstrapSliding10,0,0.00367
UST,TN5,XCME,ZFM9,1557468000000000000,BootstrapSliding30,0,0.011016
UST,TN5,XCME,ZFM9,1557468000000000000,BootstrapSliding60,0,0.02203
UST,TN5,XCME,ZFM9,1557468000000000000,MoveBaseWithGap,0.00980635,0.222158
UST,TN5,XCME,ZFM9,1557468000000000000,MoveBaseWithoutGap,0.00623562,0.033046
UST,TN5,XCME,ZFM9,1557468000000000000,MoveNonBaseWithGap,0.00980635,0.222158
UST,TN5,XCME,ZFM9,1557468000000000000,MoveNonBaseWithoutGap,0.00623562,0.033046
UST,TN5,XCME,ZFM9,1557468000000000000,CloseToClose,0.00710169,0.222158
UST,TN5,XCME,ZFM9,1557469800000000000,BootstrapBaseWithGap,0.00876179,0.24198
UST,TN5,XCME,ZFM9,1557469800000000000,BootstrapBaseWithoutGap,0.00711479,0.052868
UST,TN5,XCME,ZFM9,1557469800000000000,BootstrapNonBaseWithGap,0.00866327,0.24198
UST,TN5,XCME,ZFM9,1557469800000000000,BootstrapNonBaseWithoutGap,0.00707638,0.052868
UST,TN5,XCME,ZFM9,1557469800000000000,BootstrapSliding10,0,0.00682
UST,TN5,XCME,ZFM9,1557469800000000000,BootstrapSliding30,0,0.019822
UST,TN5,XCME,ZFM9,1557469800000000000,BootstrapSliding60,0,0.030838
UST,TN5,XCME,ZFM9,1557469800000000000,MoveBaseWithGap,0.00939612,0.24198
UST,TN5,XCME,ZFM9,1557469800000000000,MoveBaseWithoutGap,0.00492995,0.052868
UST,TN5,XCME,ZFM9,1557469800000000000,MoveNonBaseWithGap,0.00939612,0.24198
UST,TN5,XCME,ZFM9,1557469800000000000,MoveNonBaseWithoutGap,0.00492995,0.052868
UST,TN5,XCME,ZFM9,1557469800000000000,CloseToClose,0.0068046,0.24198
UST,TN5,XCME,ZFM9,1557471600000000000,BootstrapBaseWithGap,0.00846285,0.26242
UST,TN5,XCME,ZFM9,1557471600000000000,BootstrapBaseWithoutGap,0.00668182,0.073308
UST,TN5,XCME,ZFM9,1557471600000000000,BootstrapNonBaseWithGap,0.00865535,0.26242
UST,TN5,XCME,ZFM9,1557471600000000000,BootstrapNonBaseWithoutGap,0.0064884,0.073308
UST,TN5,XCME,ZFM9,1557471600000000000,BootstrapSliding10,0,0.00681
UST,TN5,XCME,ZFM9,1557471600000000000,BootstrapSliding30,0,0.02044
UST,TN5,XCME,ZFM9,1557471600000000000,BootstrapSliding60,0,0.040262
UST,TN5,XCME,ZFM9,1557471600000000000,MoveBaseWithGap,0.00902277,0.26242
UST,TN5,XCME,ZFM9,1557471600000000000,MoveBaseWithoutGap,0.00418662,0.073308
UST,TN5,XCME,ZFM9,1557471600000000000,MoveNonBaseWithGap,0.00902277,0.26242
UST,TN5,XCME,ZFM9,1557471600000000000,MoveNonBaseWithoutGap,0.00418662,0.073308
UST,TN5,XCME,ZFM9,1557471600000000000,CloseToClose,0.00653422,0.26242
UST,TN5,XCME,ZFM9,1557473400000000000,BootstrapBaseWithGap,0.00856737,0.28287
UST,TN5,XCME,ZFM9,1557473400000000000,BootstrapBaseWithoutGap,0.00603833,0.093758
UST,TN5,XCME,ZFM9,1557473400000000000,BootstrapNonBaseWithGap,0.00842199,0.28287
UST,TN5,XCME,ZFM9,1557473400000000000,BootstrapNonBaseWithoutGap,0.00589169,0.093758
UST,TN5,XCME,ZFM9,1557473400000000000,BootstrapSliding10,0,0.006816
UST,TN5,XCME,ZFM9,1557473400000000000,BootstrapSliding30,0,0.02045
UST,TN5,XCME,ZFM9,1557473400000000000,BootstrapSliding60,0,0.04089
UST,TN5,XCME,ZFM9,1557473400000000000,MoveBaseWithGap,0.0086905,0.28287
UST,TN5,XCME,ZFM9,1557473400000000000,MoveBaseWithoutGap,0.00370199,0.093758
UST,TN5,XCME,ZFM9,1557473400000000000,MoveNonBaseWithGap,0.0086905,0.28287
UST,TN5,XCME,ZFM9,1557473400000000000,MoveNonBaseWithoutGap,0.00370199,0.093758
UST,TN5,XCME,ZFM9,1557473400000000000,CloseToClose,0.0062936,0.28287
UST,TN5,XCME,ZFM9,1557475200000000000,BootstrapBaseWithGap,0.00820889,0.303314
UST,TN5,XCME,ZFM9,1557475200000000000,BootstrapBaseWithoutGap,0.00549551,0.114202
UST,TN5,XCME,ZFM9,1557475200000000000,BootstrapNonBaseWithGap,0.00831994,0.303314
UST,TN5,XCME,ZFM9,1557475200000000000,BootstrapNonBaseWithoutGap,0.00587379,0.114202
UST,TN5,XCME,ZFM9,1557475200000000000,BootstrapSliding10,0,0.006814
UST,TN5,XCME,ZFM9,1557475200000000000,BootstrapSliding30,0,0.020444
UST,TN5,XCME,ZFM9,1557475200000000000,BootstrapSliding60,0,0.040894
UST,TN5,XCME,ZFM9,1557475200000000000,MoveBaseWithGap,0.00839251,0.303314
UST,TN5,XCME,ZFM9,1557475200000000000,MoveBaseWithoutGap,0.0033543,0.114202
UST,TN5,XCME,ZFM9,1557475200000000000,MoveNonBaseWithGap,0.00839251,0.303314
UST,TN5,XCME,ZFM9,1557475200000000000,MoveNonBaseWithoutGap,0.0033543,0.114202
UST,TN5,XCME,ZFM9,1557475200000000000,CloseToClose,0.0060778,0.303314
UST,TN5,XCME,ZFM9,1557477000000000000,BootstrapBaseWithGap,0.00821941,0.319132
UST,TN5,XCME,ZFM9,1557477000000000000,BootstrapBaseWithoutGap,0.0051304,0.13002
UST,TN5,XCME,ZFM9,1557477000000000000,BootstrapNonBaseWithGap,0.00814081,0.319132
UST,TN5,XCME,ZFM9,1557477000000000000,BootstrapNonBaseWithoutGap,0.00530021,0.13002
UST,TN5,XCME,ZFM9,1557477000000000000,BootstrapSliding10,0,0.00516
UST,TN5,XCME,ZFM9,1557477000000000000,BootstrapSliding30,0,0.015818
UST,TN5,XCME,ZFM9,1557477000000000000,BootstrapSliding60,0,0.036262
UST,TN5,XCME,ZFM9,1557477000000000000,MoveBaseWithGap,0.00818188,0.319132
UST,TN5,XCME,ZFM9,1557477000000000000,MoveBaseWithoutGap,0.00314365,0.13002
UST,TN5,XCME,ZFM9,1557477000000000000,MoveNonBaseWithGap,0.00818188,0.319132
UST,TN5,XCME,ZFM9,1557477000000000000,MoveNonBaseWithoutGap,0.00314365,0.13002
UST,TN5,XCME,ZFM9,1557477000000000000,CloseToClose,0.00592526,0.319132
UST,TN5,XCME,ZFM9,1557478800000000000,BootstrapBaseWithGap,0.00797206,0.334622
UST,TN5,XCME,ZFM9,1557478800000000000,BootstrapBaseWithoutGap,0.00490528,0.14551
UST,TN5,XCME,ZFM9,1557478800000000000,BootstrapNonBaseWithGap,0.00797746,0.334622
UST,TN5,XCME,ZFM9,1557478800000000000,BootstrapNonBaseWithoutGap,0.00496755,0.14551
UST,TN5,XCME,ZFM9,1557478800000000000,BootstrapSliding10,0,0.00516
UST,TN5,XCME,ZFM9,1557478800000000000,BootstrapSliding30,0,0.01549
UST,TN5,XCME,ZFM9,1557478800000000000,BootstrapSliding60,0,0.031308
UST,TN5,XCME,ZFM9,1557478800000000000,MoveBaseWithGap,0.00799026,0.334622
UST,TN5,XCME,ZFM9,1557478800000000000,MoveBaseWithoutGap,0.00297162,0.14551
UST,TN5,XCME,ZFM9,1557478800000000000,MoveNonBaseWithGap,0.00799026,0.334622
UST,TN5,XCME,ZFM9,1557478800000000000,MoveNonBaseWithoutGap,0.00297162,0.14551
UST,TN5,XCME,ZFM9,1557478800000000000,CloseToClose,0.00578649,0.334622
UST,TN5,XCME,ZFM9,1557480600000000000,BootstrapBaseWithGap,0.00768163,0.350108
UST,TN5,XCME,ZFM9,1557480600000000000,BootstrapBaseWithoutGap,0.00456744,0.160996
UST,TN5,XCME,ZFM9,1557480600000000000,BootstrapNonBaseWithGap,0.00768966,0.350108
UST,TN5,XCME,ZFM9,1557480600000000000,BootstrapNonBaseWithoutGap,0.00465774,0.160996
UST,TN5,XCME,ZFM9,1557480600000000000,BootstrapSliding10,0,0.005166
UST,TN5,XCME,ZFM9,1557480600000000000,BootstrapSliding30,0,0.015486
UST,TN5,XCME,ZFM9,1557480600000000000,BootstrapSliding60,0,0.030976
UST,TN5,XCME,ZFM9,1557480600000000000,MoveBaseWithGap,0.00781155,0.350108
UST,TN5,XCME,ZFM9,1557480600000000000,MoveBaseWithoutGap,0.00282509,0.160996
UST,TN5,XCME,ZFM9,1557480600000000000,MoveNonBaseWithGap,0.00781155,0.350108
UST,TN5,XCME,ZFM9,1557480600000000000,MoveNonBaseWithoutGap,0.00282509,0.160996
UST,TN5,XCME,ZFM9,1557480600000000000,CloseToClose,0.00565707,0.350108
UST,TN5,XCME,ZFM9,1557482400000000000,BootstrapBaseWithGap,0.0077446,0.365592
UST,TN5,XCME,ZFM9,1557482400000000000,BootstrapBaseWithoutGap,0.00449529,0.17648
UST,TN5,XCME,ZFM9,1557482400000000000,BootstrapNonBaseWithGap,0.00777262,0.365592
UST,TN5,XCME,ZFM9,1557482400000000000,BootstrapNonBaseWithoutGap,0.00436943,0.17648
UST,TN5,XCME,ZFM9,1557482400000000000,BootstrapSliding10,0,0.00516
UST,TN5,XCME,ZFM9,1557482400000000000,BootstrapSliding30,0,0.015484
UST,TN5,XCME,ZFM9,1557482400000000000,BootstrapSliding60,0,0.03097
UST,TN5,XCME,ZFM9,1557482400000000000,MoveBaseWithGap,0.00764434,0.365592
UST,TN5,XCME,ZFM9,1557482400000000000,MoveBaseWithoutGap,0.00269831,0.17648
UST,TN5,XCME,ZFM9,1557482400000000000,MoveNonBaseWithGap,0.00764434,0.365592
UST,TN5,XCME,ZFM9,1557482400000000000,MoveNonBaseWithoutGap,0.00269831,0.17648
UST,TN5,XCME,ZFM9,1557482400000000000,CloseToClose,0.00553597,0.365592
UST,TN5,XCME,ZFM9,1557484200000000000,BootstrapBaseWithGap,0.00732451,0.381082
UST,TN5,XCME,ZFM9,1557484200000000000,BootstrapBaseWithoutGap,0.00444485,0.19197
UST,TN5,XCME,ZFM9,1557484200000000000,BootstrapNonBaseWithGap,0.00735377,0.381082
UST,TN5,XCME,ZFM9,1557484200000000000,BootstrapNonBaseWithoutGap,0.00424837,0.19197
UST,TN5,XCME,ZFM9,1557484200000000000,BootstrapSliding10,0,0.00516
UST,TN5,XCME,ZFM9,1557484200000000000,BootstrapSliding30,0,0.01549
UST,TN5,XCME,ZFM9,1557484200000000000,BootstrapSliding60,0,0.030974
UST,TN5,XCME,ZFM9,1557484200000000000,MoveBaseWithGap,0.00748737,0.381082
UST,TN5,XCME,ZFM9,1557484200000000000,MoveBaseWithoutGap,0.00258716,0.19197
UST,TN5,XCME,ZFM9,1557484200000000000,MoveNonBaseWithGap,0.00748737,0.381082
UST,TN5,XCME,ZFM9,1557484200000000000,MoveNonBaseWithoutGap,0.00258716,0.19197
UST,TN5,XCME,ZFM9,1557484200000000000,CloseToClose,0.0054223,0.381082
UST,TN5,XCME,ZFM9,1557486000000000000,BootstrapBaseWithGap,0.00716175,0.396572
UST,TN5,XCME,ZFM9,1557486000000000000,BootstrapBaseWithoutGap,0.00405248,0.20746
UST,TN5,XCME,ZFM9,1557486000000000000,BootstrapNonBaseWithGap,0.00718251,0.396572
UST,TN5,XCME,ZFM9,1557486000000000000,BootstrapNonBaseWithoutGap,0.00430449,0.20746
